,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
1,OHAEXSTS,Overall Oral Health Exam Status,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
2,OHASCST3,Dentition Status Code,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
3,OHX08TC,Tooth Count: Upper right central incisor (CI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
4,OHX07TC,Tooth Count: Upper right lateral incisor (LI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
5,OHX06TC,Tooth Count: Upper right cuspid (C),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
6,OHX05TC,Tooth Count: Upper right 1st bicuspid/1st primary molar (1B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
7,OHX04TC,Tooth Count: Upper right 2nd bicuspid/2nd primary molar (2B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
8,OHX03TC,Tooth Count: Upper right 1st molar (1M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
9,OHX02TC,Tooth Count: Upper right 2nd molar (2M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
10,OHX01TC,Tooth Count: Upper right 3rd molar (3M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
11,OHX09TC,Tooth Count: Upper left central incisor (CI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
12,OHX10TC,Tooth Count: Upper left lateral incisor (LI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
13,OHX11TC,Tooth Count: Upper left cuspid (C),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
14,OHX12TC,Tooth Count: Upper left 1st bicuspid/1st primary molar (1B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
15,OHX13TC,Tooth Count: Upper left 2nd bicuspid/2nd primary molar (2B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
16,OHX14TC,Tooth Count: Upper left 1st molar (1M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
17,OHX15TC,Tooth Count: Upper left 2nd molar (2M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
18,OHX16TC,Tooth Count: Upper left 3rd molar (3M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
19,OHX24TC,Tooth Count: Lower left central incisor (CI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
20,OHX23TC,Tooth Count: Lower left lateral incisor (LI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
21,OHX22TC,Tooth Count: Lower left cuspid (C),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
22,OHX21TC,Tooth Count: Lower left 1st bicuspid/1st primary molar (1B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
23,OHX20TC,Tooth Count: Lower left 2nd bicuspid/2nd primary molar (2B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
24,OHX19TC,Tooth Count: Lower left 1st molar (1M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
25,OHX18TC,Tooth Count: Lower left 2nd molar (2M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
26,OHX17TC,Tooth Count: Lower left 3rd molar (3M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
27,OHX25TC,Tooth Count: Lower right central incisor (CI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
28,OHX26TC,Tooth Count: Lower right lateral incisor (LI),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
29,OHX27TC,Tooth Count: Lower right cuspid (C),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
30,OHX28TC,Tooth Count: Lower right 1st bicuspid/1st primary molar (1B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
31,OHX29TC,Tooth Count: Lower right 2nd bicuspid/2nd primary molar (2B),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
32,OHX30TC,Tooth Count: Lower right 1st molar (1M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
33,OHX31TC,Tooth Count: Lower right 2nd molar (2M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
34,OHX32TC,Tooth Count: Lower right 3rd molar (3M),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
35,OHXIMP,Tooth Count: Ever had a tooth replaced with a surgical implant?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
36,OHXEDEN,Tooth Count: Edentulous,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
37,OHX08CTC,Coronal Caries: Upper right central incisor (CI) tooth code,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
38,OHX08CSC,Coronal Caries: Upper right central incisor (CI) surface calls,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
39,OHX07CTC,Coronal Caries: Upper right lateral incisor (LI) tooth code,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
40,OHX07CSC,Coronal Caries: Upper right lateral incisor (LI) surface calls,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
41,OHX06CTC,Coronal Caries: Upper right cuspid (C) tooth code,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
