,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OHAEXSTS,,,,,,,,,,,,
2,OHASCST3,,,,,,,,,,,,
3,OHX08TC,,,,,,,,,,,,
4,OHX07TC,,,,,,,,,,,,
5,OHX06TC,,,,,,,,,,,,
6,OHX05TC,,,,,,,,,,,,
7,OHX04TC,,,,,,,,,,,,
8,OHX03TC,,,,,,,,,,,,
9,OHX02TC,,,,,,,,,,,,
10,OHX01TC,,,,,,,,,,,,
11,OHX09TC,,,,,,,,,,,,
12,OHX10TC,,,,,,,,,,,,
13,OHX11TC,,,,,,,,,,,,
14,OHX12TC,,,,,,,,,,,,
15,OHX13TC,,,,,,,,,,,,
16,OHX14TC,,,,,,,,,,,,
17,OHX15TC,,,,,,,,,,,,
18,OHX16TC,,,,,,,,,,,,
19,OHX24TC,,,,,,,,,,,,
20,OHX23TC,,,,,,,,,,,,
21,OHX22TC,,,,,,,,,,,,
22,OHX21TC,,,,,,,,,,,,
23,OHX20TC,,,,,,,,,,,,
24,OHX19TC,,,,,,,,,,,,
25,OHX18TC,,,,,,,,,,,,
26,OHX17TC,,,,,,,,,,,,
27,OHX25TC,,,,,,,,,,,,
28,OHX26TC,,,,,,,,,,,,
29,OHX27TC,,,,,,,,,,,,
30,OHX28TC,,,,,,,,,,,,
31,OHX29TC,,,,,,,,,,,,
32,OHX30TC,,,,,,,,,,,,
33,OHX31TC,,,,,,,,,,,,
34,OHX32TC,,,,,,,,,,,,
35,OHXIMP,,,,,,,,,,,,
36,OHXEDEN,,,,,,,,,,,,
37,OHX08CTC,,,,,,,,,,,,
38,OHX08CSC,,,,,,,,,,,,
39,OHX07CTC,,,,,,,,,,,,
40,OHX07CSC,,,,,,,,,,,,
41,OHX06CTC,,,,,,,,,,,,
42,OHX06CSC,,,,,,,,,,,,
43,OHX05CTC,,,,,,,,,,,,
44,OHX05CSC,,,,,,,,,,,,
45,OHX04CTC,,,,,,,,,,,,
46,OHX04CSC,,,,,,,,,,,,
47,OHX03CTC,,,,,,,,,,,,
48,OHX03CSC,,,,,,,,,,,,
