,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSB2YR,,,,,,,,,,,,
2,URXUCR,,,,,,,,,,,,
3,URX4TO,,,,,,,,,,,,
4,URD4TOLC,,,,,,,,,,,,
5,URXBP3,,,,,,,,,,,,
6,URDBP3LC,,,,,,,,,,,,
7,URXBPH,,,,,,,,,,,,
8,URDBPHLC,,,,,,,,,,,,
9,URXTRS,,,,,,,,,,,,
10,URDTRSLC,,,,,,,,,,,,
11,URXBUP,,,,,,,,,,,,
12,URDBUPLC,,,,,,,,,,,,
13,URXEPB,,,,,,,,,,,,
14,URDEPBLC,,,,,,,,,,,,
15,URXMPB,,,,,,,,,,,,
16,URDMPBLC,,,,,,,,,,,,
17,URXPPB,,,,,,,,,,,,
18,URDPPBLC,,,,,,,,,,,,
