,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,RHQ010,The next series of questions are about {your/SPs} reproductive history. I will begin by asking about {your/SPs} periods or menstrual cycles. How old {were you/was SP} when {you/SP} had {your/her} first menstrual period?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,RHQ015,,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,RHQ020,{Were you/Was SP}...,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,RHQ031,{Have you/Has SP} had at least one menstrual period in the past 12 months? (Please do not include bleedings caused by medical conditions hormone therapy or surgeries.),Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,RHD042,What is the reason that {you have/SP has} not had a period in the past 12 months?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
6,RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual period?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,RHQ065,,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,RHQ070,{Were you/Was SP}...,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,RHQ131,The next questions are about {your/SPs} pregnancy history. {Have you/Has SP ever been pregnant? Please include (current pregnancy) live births miscarriages stillbirths tubal pregnancies and abortions.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
10,RHQ135C,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
11,RHD143,{Are you/Is SP} pregnant now?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
12,RHD152,Which month of pregnancy {are you/is she} in?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
13,RHQ160,How many times {have you/has SP} been pregnant? ({Again be/Be} sure to count all {your/her} pregnancies including (current pregnancy) live births miscarriages stillbirths tubal pregnancies or abortions.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
14,RHQ162,During {any/your/SPs} pregnancy {were you/was SP} ever told by a doctor or other health professional that {you/she} had diabetes sugar diabetes or gestational diabetes? Please do not include diabetes that {you/SP} may have known about before the pregnancy.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
15,RHQ163,How old {were you/was SP} when {you were/she was} first told {you/she} had diabetes during a pregnancy?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
16,RHQ165,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
17,RHQ166,How many vaginal deliveries {have you/has SP} had? {Please count stillbirths as well as live births},Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
18,RHQ168,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
19,RHQ169,How many cesarean deliveries {have you/has SP} had? (Cesarean deliveries are also known as C-sections.) (Please count stillbirths as well as live births.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
20,RHQ170A,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
21,RHQ172,{Did {your/SPs} delivery/Did any of {your/SPs} deliveries} result in a baby that weighed 9 pounds (4082 g) or more at birth? (Please count stillbirths as well as live births.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
22,RHD173,How old {were you/was SP} when {you/she} delivered a baby that weighed 9 pounds or more? (Please count stillbirths as well as live births.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
23,RHQ171,How many of {your/her} deliveries resulted {Did {your/her} delivery result} in a live birth?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
24,RHQ175,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
25,RHD180,How old {were you/was SP} at the time of {your/her} first live birth?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
26,RHQ176,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
27,RHD190,How old {were you/was SP} at the time of {your/her} last live birth?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
28,RHQ195,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
29,RHQ197,How many months ago did {you/SP} have {your/her} baby?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
30,RHQ200,{Are you/Is SP} now breast feeding a child?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
31,RHQ205,Did {you/SP} breast feed {{your/her} child/any of {your/her} children} for at least one month?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
32,RHQ275A,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
33,RHD280,{Have you/Has SP} had a hysterectomy including a partial hysterectomy that is surgery to remove {your/her} uterus or womb?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
34,RHQ291,How old {were you/was SP} when {you/she} had {your/her} (hysterectomy/uterus removed/womb removed)?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
35,RHQ305,{Have you/Has SP} had both of {your/her} ovaries removed (either when {you/she} had {your/her} uterus removed or at another time)?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
36,RHQ332,How old {were you/was SP} when {you/she} had {your/her} ovaries removed or last ovary removed if removed at different times?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
37,RHQ395,{Do you/Does SP} experience bulging or something falling out that {you/she} can see or feel in the vaginal area?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
38,RHQ420,Now I am going to ask you about {your/SPs} birth control history. {Have you/Has SP} ever taken birth control pills for any reason?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
39,RHQ435B,,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
40,RHD442,{Are you/Is SP} taking birth control pills now?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
41,RHQ460Q,Not counting any time when {you/SP} stopped taking them for how long altogether {have you taken/did you take/has she taken/did she take} birth control pills?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
42,RHQ460U,UNIT OF MEASURE.,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
43,RHQ510,{Have you/Has SP} ever used Depo-Provera or injectables to prevent pregnancy?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
44,RHQ519,,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
45,RHQ520,{Are you/Is SP} now using Depo-Provera or injectables to prevent pregnancy?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
46,RHQ535,,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
47,RHQ540,{Have you/Has SP} ever used female hormones such as estrogen and progesterone? Please include any forms of female hormones such as pills cream patch and injectables but do not include birth control methods or use for infertility.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
48,RHQ541A,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
49,RHQ541B,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
50,RHQ541C,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
51,RHQ552,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
52,RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only (like Premarin)? (Do not include birth control pills.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
53,RHQ558,{Are you/Is SP} taking pills containing estrogen only now?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
54,RHQ560Q,Not counting any time when {you/SP} stopped taking them for how long altogether {have you taken/did you take/has she taken/did she take} pills containing estrogen only?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
55,RHQ560U,UNIT OF MEASURE.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
56,RHQ562,{Have you/Has SP} taken female hormone pills containing progestin only (like Provera)? (Do not include birth control pills.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
57,RHQ566,{Are you/Is SP} taking pills containing progestin only now?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
58,RHQ568Q,Not counting any time when {you/SP} stopped taking them for how long altogether {have you taken/did you take/has she taken/did she take} pills containing progestin only?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
59,RHQ568U,UNIT OF MEASURE.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
60,RHQ570,{Have you/Has SP} taken female hormone pills containing both estrogen and progestin (like Prempro Premphase)? (Do not include birth control pills.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
61,RHQ574,{Are you/Is SP} taking pills containing both estrogen and progestin now?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
62,RHQ576Q,Not counting any time when {you/SP} stopped taking them for how long altogether {{have you/has SP} taken/did {you/SP} take} pills containing both estrogen and progestin?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
63,RHQ576U,UNIT OF MEASURE.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
64,RHQ578,,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
65,RHQ580,{Have you/Has SP} ever used female hormone patches containing estrogen only?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
66,RHQ584,{Are you/Is SP} using patches containing estrogen only now?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
67,RHQ586Q,Not counting any time when {you/SP} stopped taking them for how long altogether {have you used/did you use/has she used/did she use} patches containing estrogen only?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
68,RHQ586U,UNIT OF MEASURE.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
69,RHQ596,{Have you/Has SP} used female hormone patches containing both estrogen and progestin?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
70,RHQ600,{Are you/Is SP} using patches containing both estrogen and progestin now?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
71,RHQ602Q,Not counting any time when {you/SP} stopped taking them for how long altogether {have you used/did you use/has she used/did she use} patches containing both estrogen and progestin?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
72,RHQ602U,UNIT OF MEASURE.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
