,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
1,FSD032A,Now I am going to read you several statements that people have made about their food situation. For these statements please tell me whether the statement was often true sometimes true or never true for {you/your household} in the last 12 months that is since last {DISPLAY CURRENT MONTH}. The first statement is . . . {I/we} worried whether {my/our} food would run out before {I/we} got money to buy more.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
2,FSD032B,[The next statement is . . .] The food that {I/we} bought just didnt last and {I/we} didnt have money to get more.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
3,FSD032C,[The next statement is . . .] {I/we} couldnt afford to eat balanced meals.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
4,FSQBOX1,,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
5,FSD041,In the last 12 months since last {DISPLAY CURRENT MONTH} did {you/you or other adults in your household} ever cut the size of your meals or skip meals because there wasnt enough money for food?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
6,FSD052,How often did this happen?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
7,FSD061,In the last 12 months did you ever eat less than you felt you should because there wasnt enough money to buy food?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
8,FSD071,[In the last 12 months] were you ever hungry but didnt eat because you couldnt afford enough food?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
9,FSD081,[In the last 12 months] did you lose weight because you didnt have enough money for food?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
10,FSQBOX2,,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
11,FSD092,[In the last 12 months] did {you/you or other adults in your household} ever not eat for a whole day because there wasnt enough money for food?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
12,FSD102,How often did this happen? Would you say . . .,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
13,FSQBOX3,,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
14,FSD032D,[The next statement is . . .] (I/we) relied on only a few kinds of low-cost food to feed {CHILDS NAME / THE CHILDREN} because (I was/we were) running out of money to buy food.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
15,FSD032E,[The next statement is . . .] (I/we) couldnt feed {CHILDS NAME / THE CHILDREN} a balanced meal because (I/we) couldnt afford that.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
16,FSD032F,[The next statement is . . .] {CHILDS NAME WAS /THE CHILDREN WERE} not eating enough because (I/we) just couldnt afford enough food.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
17,FSQBOX4,,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
