,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,DSDSUPID,Nchs Supplement Id,Value Was Recorded,,
2,DSDSUPID,,,,
3,DSDSUPP,Supplement Name,Value Was Recorded,,
4,DSDSUPP,,,,
5,DSDANTA,0,Non-Antacid Supplement,,
6,DSDANTA,1,Antacid Reported With Dietary Supplement (Dsq),,
7,DSDANTA,2,Antacid Reported With Medication (Rxq),,
8,DSDANTA,.,Missing,,
9,DSD070,1,Yes,,
10,DSD070,2,No,,
11,DSD070,.,Missing,,
12,DSDMTCH,1,Exact Or Near Exact Match,,
13,DSDMTCH,2,Probable Match,,
14,DSDMTCH,3,Generic Match,,
15,DSDMTCH,4,Reasonable Match,,
16,DSDMTCH,5,Default Match,,
17,DSDMTCH,6,No Match,,
18,DSDMTCH,7,Refused,,
19,DSDMTCH,9,Don'T Know,,
20,DSDMTCH,.,Missing,,
21,DSD090,1 To 29565,Range Of Values,,
22,DSD090,7777777,Refused,,
23,DSD090,9999999,Don'T Know,,
24,DSD090,.,Missing,,
25,DSD103,1 To 30,Range Of Values,,
26,DSD103,7777,Refused,,
27,DSD103,9999,Don'T Know,,
28,DSD103,.,Missing,,
29,DSD122Q,0.0312 To 72,Range Of Values,,
30,DSD122Q,777777,Refused,,
31,DSD122Q,999999,Don'T Know,,
32,DSD122Q,.,Missing,,
33,DSD122U,1,"Tablets, Capsules, Pills, Caplets, Softgels, Gel Caps, Vegicaps, Chewable Tablets",,
34,DSD122U,2,Droppers,,
35,DSD122U,3,Drops,,
36,DSD122U,5,Injections/Shots,,
37,DSD122U,6,Lozenges/Cough Drops,,
38,DSD122U,7,Milliliters,,
39,DSD122U,11,Tablespoons,,
40,DSD122U,12,Teaspoons,,
41,DSD122U,13,Wafers,,
42,DSD122U,15,Cans,,
43,DSD122U,16,Grams,,
44,DSD122U,17,Dots,,
45,DSD122U,18,Cups,,
46,DSD122U,19,Sprays/Squirts,,
47,DSD122U,20,Chews/Gummies,,
48,DSD122U,21,Scoop,,
49,DSD122U,22,Cc,,
50,DSD122U,23,Capful,,
51,DSD122U,27,Ounces,,
52,DSD122U,28,Packages/Packets,,
53,DSD122U,29,Vial,,
54,DSD122U,30,Gumball,,
55,DSD122U,31,Strips,,
56,DSD122U,32,Bottle,,
57,DSD122U,77,Refused,,
58,DSD122U,99,Dont Know,,
59,DSD122U,.,Missing,,
60,DSDACTSS,0.05 To 30,Range Of Values,,
61,DSDACTSS,.,Missing,,
62,DSDDAY1,1,Yes,,
63,DSDDAY1,2,No,,
64,DSDDAY1,7,Refused,,
65,DSDDAY1,9,Don'T Know,,
66,DSDDAY1,.,Missing,,
67,DSDDAY2,1,Yes,,
68,DSDDAY2,2,No,,
69,DSDDAY2,7,Refused,,
70,DSDDAY2,9,Don'T Know,,
71,DSDDAY2,.,Missing,,
